name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link
Lohrmann D,Lohrmann D,1/1/2006,Wilhelm Gotthelf; German selenographer (1796-1840).,10.2757,294.7270155,-0.140971927,Satellite Feature,SF,Adopted by IAU,294.5575809,294.896452,-0.310407639,0.028463364,Germany,Europe,Grimaldi,LAC-74,http://planetarynames.wr.usgs.gov/Feature/10901
Licetus R,Licetus R,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",6.39032,3.840430272,-45.29470037,Satellite Feature,SF,Adopted by IAU,3.727651596,3.953042984,-45.38827515,-45.20110321,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10799
Licetus S,Licetus S,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",10.4319,8.173022289,-45.28484145,Satellite Feature,SF,Adopted by IAU,7.928621292,8.417425156,-45.45685196,-45.11282921,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10800
Lichtenberg F,Lichtenberg F,1/1/2006,Georg Christoph; German physicist (1742-1799).,5.19133,294.5498698,33.19286216,Satellite Feature,SF,Adopted by IAU,294.447607,294.6521358,33.10726357,33.27846336,Germany,Europe,Lavoisier,LAC-22,http://planetarynames.wr.usgs.gov/Feature/10806
Lundmark D,Lundmark D,1/1/2006,Knut Emil; Swedish astronomer (1889-1958).,27.8223,154.6190805,-38.36851158,Satellite Feature,SF,Adopted by IAU,154.0561695,155.181406,-38.80774879,-37.92925072,Sweden,Europe,Mare Ingenii,LAC-119,http://planetarynames.wr.usgs.gov/Feature/10969
Lindenau G,Lindenau G,1/1/2006,Bernhard von; German astronomer (1780-1854).,9.4371,27.30203823,-33.27855732,Satellite Feature,SF,Adopted by IAU,27.11590767,27.48816872,-33.43416405,-33.1229496,Germany,Europe,Maurolycus,LAC-113,http://planetarynames.wr.usgs.gov/Feature/10852
Lundmark F,Lundmark F,1/1/2006,Knut Emil; Swedish astronomer (1889-1958).,25.6147,157.3765635,-39.10163356,Satellite Feature,SF,Adopted by IAU,156.8306332,157.9224949,-39.52399445,-38.6792717,Sweden,Europe,Mare Ingenii,LAC-119,http://planetarynames.wr.usgs.gov/Feature/10970
Lundmark G,Lundmark G,1/1/2006,Knut Emil; Swedish astronomer (1889-1958).,28.4343,155.7536821,-40.22106293,Satellite Feature,SF,Adopted by IAU,155.139658,156.3677082,-40.6899147,-39.75221062,Sweden,Europe,Mare Ingenii,LAC-119,http://planetarynames.wr.usgs.gov/Feature/10971
Luther H,Luther H,1/1/2006,Carl Theodor Robert; German astronomer (1822-1900).,6.85236,22.79714353,36.04964513,Satellite Feature,SF,Adopted by IAU,22.65743828,22.93684959,35.93665886,36.1626339,Germany,Europe,Eudoxus,LAC-26,http://planetarynames.wr.usgs.gov/Feature/10972
Luther K,Luther K,1/1/2006,Carl Theodor Robert; German astronomer (1822-1900).,3.50319,23.32934699,37.49320497,Satellite Feature,SF,Adopted by IAU,23.25655937,23.40213585,37.43544197,37.55097008,Germany,Europe,Eudoxus,LAC-26,http://planetarynames.wr.usgs.gov/Feature/10973
